perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,premium,target,name,age,income,occupation,insurance,Occupation_Type,unique_id
0.318,20089,172040,0.0,0.0,0.0,98.91,16,C,Rural,15900,1,Denise Bailey,33,374977,Software Engineer,Starlite Basic,White Collar,01325202115
0.154,20083,136030,0.0,0.0,0.0,99.29,18,A,Urban,13800,1,Alisha Jackson,50,234139,Construction Worker,Starlite Basic,Blue Collar,04380301699
0.0,20450,234030,0.0,0.0,0.0,99.23,13,A,Urban,7500,1,George Mitchell,54,114911,Shopkeeper,MaxBupa Silver,Other,07523701379
0.026,36870,50050,0.0,0.0,0.0,99.87,7,A,Rural,5700,1,James Short,25,421682,Software Engineer,Starlite Basic,White Collar,04834807229
0.004,27381,175430,0.0,0.0,0.0,99.15,9,A,Urban,1200,1,John Cannon,32,197586,Construction Worker,MaxBupa Silver,Blue Collar,05587209143
0.0,30675,94320,0.0,0.0,0.0,99.64,11,A,Urban,5400,1,Michael Blanchard,27,177454,Construction Worker,Starlite Basic,Blue Collar,09432200618
0.474,10230,157560,0.0,0.0,0.0,99.4,13,A,Urban,11700,1,Eric Wolf,33,252959,Nurse,Starlite Basic,Other,07111903181
0.016,10232,459090,0.0,0.0,0.0,99.64,8,A,Urban,26400,1,Edward Cox,18,48081,Student,MaxBupa Silver,White Collar,06750509851
0.042,16801,210130,0.0,0.0,0.0,99.18,7,A,Urban,9600,1,Adam Thomas,52,301521,Nurse,Starlite Premium,Other,02906801600
0.546,14976,268530,1.0,0.0,0.0,98.36,13,C,Urban,18000,1,Christine Mosley,61,270249,Driver,MaxBupa Gold,Blue Collar,10948905963
0.025,31030,289190,0.0,0.0,0.0,99.88,11,A,Urban,18000,1,James James,25,213745,Nurse,Starlite Basic,Other,00906601615
0.492,13147,262440,0.0,0.0,0.0,99.51,13,D,Urban,18000,1,Kimberly Hernandez,33,204166,Nurse,Starlite Basic,Other,04465905920
0.011,32495,166920,0.0,0.0,0.0,98.47,12,A,Rural,7500,1,Eric Walters,44,231209,Lawyer,MaxBupa Silver,Other,07270909591
0.008,31764,108150,0.0,0.0,0.0,,6,A,Rural,5400,1,Courtney Johnson,33,935938,Doctor,MaxBupa Silver,White Collar,10417403891
0.288,18621,197110,0.0,0.0,0.0,99.06,15,A,Rural,7500,1,Randy Henry,28,377708,Software Engineer,MaxBupa Gold,White Collar,07487102083
1.0,10227,102040,0.0,0.0,0.0,99.76,3,A,Rural,5400,1,Lauren Taylor,65,700834,Doctor,Starlite Basic,White Collar,06714904574
0.027,16800,346610,0.0,0.0,0.0,99.16,18,C,Urban,20100,1,Maxwell Nguyen,51,257876,Nurse,Starlite Basic,Other,03472205594
0.434,31405,36350,0.0,0.0,0.0,98.23,18,A,Rural,5700,1,James Williams,36,521510,Software Engineer,Starlite Basic,White Collar,07232305121
0.009,35784,28550,1.0,0.0,0.0,98.44,10,A,Urban,5700,1,Greg Salazar,18,303718,Driver,MaxBupa Silver,Blue Collar,10080304587
0.063,19717,530090,0.0,0.0,0.0,98.14,15,D,Urban,30600,1,Tracy Miles,19,261828,Construction Worker,Starlite Basic,Blue Collar,04519504902
0.029,13151,257540,0.0,0.0,0.0,99.19,11,B,Rural,24300,1,Paul Hernandez,53,251333,Shopkeeper,Starlite Premium,Other,00600708252
0.001,16801,164490,0.0,0.0,0.0,99.18,22,A,Rural,5400,1,Virginia Olson,24,327611,Nurse,MaxBupa Gold,Other,09972605916
0.17,14607,162040,0.0,0.0,0.0,98.74,10,C,Urban,11700,1,Michelle Bolton,18,263762,Shopkeeper,Starlite Premium,Other,01858605129
0.237,29578,386060,0.0,0.0,0.0,99.85,5,A,Rural,20100,1,Barbara Cantrell MD,53,818308,Doctor,MaxBupa Silver,White Collar,00049208334
0.196,18628,120140,0.0,0.0,0.0,99.17,20,C,Urban,9600,1,Eric Carpenter,34,261253,Nurse,Starlite Basic,Other,06639301918
0.0,30675,64010,0.0,0.0,0.0,,6,A,Urban,3300,1,Gloria Marquez,61,178281,Construction Worker,Starlite Basic,Blue Collar,09942508330
0.15,8038,28020,0.0,0.0,0.0,99.72,7,A,Urban,3300,1,Martha Jones,33,215898,Teacher,Starlite Basic,White Collar,10952005707
0.799,16801,107250,0.0,0.0,0.0,98.64,6,D,Urban,5400,1,Tina Harmon,28,244071,Nurse,MaxBupa Gold,Other,07795105384
0.982,20090,425020,0.0,0.0,0.0,98.83,15,D,Urban,18000,1,Erin Fox,56,825866,Doctor,Starlite Basic,White Collar,09533906336
0.085,30673,75130,0.0,0.0,0.0,98.38,10,A,Urban,3300,1,David Anderson,42,300000,Lawyer,MaxBupa Silver,Other,08728502054
0.0,23738,100050,0.0,0.0,0.0,99.43,6,A,Urban,7500,1,Walter Cooper,24,285672,Construction Worker,Starlite Basic,Blue Collar,01377407612
0.008,16796,270130,0.0,0.0,0.0,99.01,11,E,Rural,28500,1,Michelle Bowman,59,329571,Nurse,MaxBupa Silver,Other,06241609209
0.286,24467,282070,1.0,0.0,0.0,98.71,23,A,Urban,22200,1,Matthew Garcia,42,634433,Software Engineer,Starlite Basic,White Collar,09572503963
0.179,29577,243060,0.0,0.0,0.0,98.85,9,A,Rural,24300,1,Adam Clark,23,271560,Nurse,MaxBupa Gold,Other,00191201126
0.0,31766,275860,0.0,0.0,0.0,,9,A,Urban,15900,1,Matthew Weeks,64,240331,Driver,Starlite Basic,Blue Collar,08501303428
0.816,16799,198030,0.0,0.0,0.0,98.79,11,C,Rural,7500,1,Anna Wilson,30,345197,Teacher,MaxBupa Gold,White Collar,04628704601
0.012,31768,108050,0.0,0.0,0.0,99.89,6,A,Rural,9600,1,Timothy Perez,35,229318,Construction Worker,MaxBupa Silver,Blue Collar,01632703721
0.48,16799,279150,1.0,0.0,0.0,99.66,11,A,Urban,22200,1,Nathan Lozano,50,247525,Farmer,Starlite Premium,Blue Collar,06087002389
0.051,20085,365040,0.0,0.0,0.0,99.89,5,A,Rural,3300,1,Laura Dawson,56,339421,Software Engineer,Starlite Premium,White Collar,09071001322
0.544,30673,148290,0.0,0.0,0.0,98.89,10,A,Urban,7500,1,Michele Whitaker,50,446507,Teacher,MaxBupa Gold,White Collar,08467901603
0.675,19360,366150,0.0,0.0,0.0,98.95,9,C,Urban,24300,1,Elizabeth Pittman,22,279732,Driver,Starlite Premium,Blue Collar,09191307224
0.026,30672,150110,0.0,0.0,0.0,99.59,14,A,Urban,9600,1,Joseph Nelson,21,418751,Software Engineer,MaxBupa Silver,White Collar,02028907425
0.589,23736,92790,0.0,0.0,0.0,98.34,14,A,Urban,7500,1,Kathy Lee,31,155715,Driver,MaxBupa Silver,Blue Collar,03977204336
0.007,32135,197580,0.0,0.0,0.0,,7,A,Urban,22200,1,Barbara Marshall MD,47,447953,Software Engineer,Starlite Premium,White Collar,02938605593
0.783,32130,196330,1.0,0.0,0.0,97.93,16,A,Urban,22200,1,Mark Compton,52,318618,Driver,Starlite Basic,Blue Collar,06187004411
0.013,32134,125080,0.0,0.0,0.0,,7,A,Urban,5400,1,Deborah Williams,57,466055,Teacher,Starlite Basic,White Collar,07618405858
0.333,18627,270060,0.0,0.0,0.0,99.28,11,E,Rural,18000,1,Jared Swanson,33,246926,Nurse,Starlite Basic,Other,09931809343
0.726,24460,83150,0.0,0.0,0.0,98.79,8,B,Rural,5400,0,Mr. Adrian Hickman,44,960282,Doctor,MaxBupa Gold,White Collar,05228703991
1.0,10234,57030,1.0,1.0,1.0,98.2,7,A,Urban,3300,1,Christina Wilson,26,447942,Software Engineer,MaxBupa Gold,White Collar,05912206079
0.509,13155,179500,0.0,0.0,0.0,98.58,7,B,Urban,9600,1,Seth Stevens,31,392342,Software Engineer,MaxBupa Silver,White Collar,00495201559
0.181,11324,112560,0.0,0.0,0.0,99.67,10,A,Urban,5400,1,Karen Williams,59,156676,Farmer,MaxBupa Gold,Blue Collar,05763604682
0.904,10227,258080,2.0,0.0,0.0,99.8,6,A,Rural,18000,1,Michelle Zhang MD,29,236294,Driver,MaxBupa Gold,Blue Collar,06051807557
0.025,31401,43420,0.0,0.0,0.0,99.89,8,A,Rural,1200,1,Olivia Garrett,23,211699,Teacher,MaxBupa Silver,White Collar,01768903772
0.0,31770,207070,0.0,0.0,0.0,99.74,6,B,Rural,1200,1,David Curtis,22,48736,Student,MaxBupa Gold,White Collar,00768608779
0.0,8044,24660,0.0,0.0,0.0,,4,A,Urban,1200,1,Kevin Best,19,151886,Construction Worker,Starlite Basic,Blue Collar,04737703457
0.387,30673,82770,1.0,0.0,0.0,99.0,14,A,Rural,5700,1,Marc Mahoney,43,618695,Software Engineer,Starlite Basic,White Collar,10627608383
0.017,32125,167100,0.0,0.0,0.0,99.76,11,A,Rural,11700,1,Christine Harris,46,331637,Software Engineer,Starlite Basic,White Collar,04045901354
0.987,14979,60090,1.0,0.0,0.0,99.72,5,A,Rural,5400,1,Michelle Cook,56,304386,Teacher,MaxBupa Silver,White Collar,03333000045
0.01,31766,99100,0.0,0.0,0.0,99.89,12,A,Urban,3300,1,Amy Sanders,30,365745,Lawyer,MaxBupa Gold,Other,08675609872
0.024,16803,162090,1.0,0.0,0.0,98.57,10,C,Rural,7500,1,Joann Christensen,51,294402,Construction Worker,Starlite Basic,Blue Collar,01946900748
0.099,30665,200150,2.0,0.0,0.0,99.69,8,A,Urban,9600,1,Eric Erickson,25,110505,Shopkeeper,Starlite Basic,Other,10551007917
1.0,32499,186800,0.0,0.0,0.0,99.73,4,A,Urban,7500,1,Christina Hammond,35,345830,Driver,Starlite Basic,Blue Collar,06048104241
0.92,10591,156060,1.0,0.0,0.0,99.54,7,A,Rural,7500,1,Cassandra Benjamin,65,220475,Driver,MaxBupa Silver,Blue Collar,07190305628
0.403,11685,82380,0.0,0.0,0.0,97.85,13,C,Urban,1200,1,Dr. Jeffrey Herrera,39,285807,Teacher,MaxBupa Gold,White Collar,00581004657
0.293,20450,150130,0.0,0.0,0.0,98.31,13,A,Rural,1200,1,Nicole Oconnell,40,341843,Nurse,MaxBupa Gold,Other,09056204238
0.291,10596,165710,0.0,0.0,0.0,99.31,6,A,Urban,11700,1,David Adams,37,477472,Software Engineer,Starlite Basic,White Collar,08399703460
0.016,31762,109600,0.0,0.0,0.0,99.89,8,A,Urban,7500,0,Austin Jefferson,39,436490,Software Engineer,Starlite Basic,White Collar,04476607381
0.097,24466,273030,1.0,0.0,0.0,99.07,15,A,Urban,11700,1,Bob Newton,41,256138,Nurse,Starlite Basic,Other,00237305549
0.387,30673,82770,1.0,0.0,0.0,99.0,14,A,Rural,5700,1,Mark Baker,32,384301,Lawyer,Starlite Basic,Other,10627607075
0.099,24465,93100,0.0,0.0,0.0,99.14,14,A,Urban,1200,1,Ashley Ortiz,23,457280,Software Engineer,MaxBupa Silver,White Collar,04040205838
1.0,29579,204250,0.0,0.0,0.0,99.63,4,A,Rural,18000,1,Deborah Clark,38,177230,Driver,MaxBupa Gold,Blue Collar,00136008091
0.606,16804,885070,2.0,0.0,0.0,99.05,24,D,Rural,60000,1,Melissa Reese,49,230333,Farmer,Starlite Basic,Blue Collar,06976105474
0.15,18626,138440,0.0,0.0,0.0,98.45,16,B,Rural,13800,1,Shawn Harris,51,666690,Software Engineer,Starlite Basic,White Collar,04164403614
0.07,21913,26380,0.0,0.0,0.0,,14,B,Urban,5700,1,Melanie Green,36,286847,Farmer,Starlite Basic,Blue Collar,08964707501
0.972,23372,156530,0.0,0.0,0.0,98.48,14,B,Urban,7500,0,Kelly Barton,22,158903,Construction Worker,Starlite Basic,Blue Collar,00001307053
0.313,21911,31270,0.0,0.0,0.0,96.51,6,B,Urban,5700,1,Bianca Farmer,32,347400,Teacher,Starlite Basic,White Collar,08827307367
0.024,10593,197600,0.0,0.0,0.0,99.89,4,A,Urban,15900,1,Xavier Kim,64,152521,Lawyer,Starlite Basic,Other,05815608019
0.114,18622,160050,1.0,0.0,0.0,98.25,20,A,Rural,5400,1,Michelle Andrews,22,12044,Student,MaxBupa Silver,White Collar,07304309638
0.619,23374,540140,0.0,0.0,0.0,99.58,11,B,Rural,18000,1,Michelle Davis,23,260068,Nurse,MaxBupa Gold,Other,00785709055
0.03,32496,175060,0.0,0.0,0.0,99.85,14,A,Rural,1200,1,Gabrielle Reyes,35,318538,Teacher,Starlite Basic,White Collar,04207400664
1.0,31762,120130,0.0,0.0,0.0,99.89,3,A,Urban,7500,1,Christopher Marshall,29,284876,Farmer,Starlite Basic,Blue Collar,03426802319
0.253,10590,161880,0.0,0.0,0.0,99.62,9,B,Rural,7500,1,Cameron Contreras,31,303819,Software Engineer,Starlite Premium,White Collar,00332303542
0.065,12785,196870,0.0,0.0,0.0,98.81,8,A,Urban,9600,1,Michael Farley,41,575097,Software Engineer,Starlite Basic,White Collar,09280403677
0.009,35784,28550,1.0,0.0,0.0,98.44,10,A,Urban,5700,1,Jessica Haynes,63,710269,Doctor,Starlite Basic,White Collar,10080309599
0.044,31030,362610,0.0,0.0,0.0,99.89,6,A,Urban,13800,1,Natalie Pierce,30,618497,Doctor,Starlite Premium,White Collar,05795803091
0.008,30671,102960,0.0,0.0,0.0,99.48,9,A,Urban,1200,1,Cheryl Reyes,47,677653,Software Engineer,MaxBupa Gold,White Collar,00787700675
1.0,8037,24690,0.0,0.0,0.0,,3,A,Urban,5700,1,Richard Anderson,34,554966,Software Engineer,MaxBupa Silver,White Collar,02485108676
0.022,20087,483580,0.0,0.0,0.0,99.27,7,B,Rural,20100,1,Dr. Gene Benson,44,211505,Driver,MaxBupa Gold,Blue Collar,02418204884
1.0,37602,48130,0.0,0.0,0.0,,5,A,Rural,1200,1,Jacqueline Ortiz,36,150773,Shopkeeper,Starlite Premium,Other,11131908079
0.004,31763,129130,0.0,0.0,0.0,,7,A,Rural,5400,1,Barbara Harris,20,21275,Student,MaxBupa Silver,White Collar,07480801962
0.024,31404,40180,0.0,0.0,0.0,99.87,5,A,Rural,5700,1,Rhonda Jackson,59,637657,Software Engineer,Starlite Basic,White Collar,04985401840
0.027,23371,345040,0.0,0.0,0.0,99.89,5,A,Urban,22200,1,Ricardo Keller,57,301658,Software Engineer,Starlite Basic,White Collar,10285007168
0.0,16799,126980,0.0,0.0,0.0,99.27,6,C,Rural,5400,1,Kristin Todd,21,248480,Nurse,Starlite Premium,Other,02403209898
0.0,10590,90060,0.0,0.0,0.0,99.45,5,A,Rural,3300,1,Eugene Haynes,62,164140,Nurse,Starlite Basic,Other,07592703538
0.695,10233,117450,0.0,0.0,0.0,99.39,13,A,Urban,7500,1,Amanda Becker,31,664459,Software Engineer,MaxBupa Gold,White Collar,02827908026
0.11,14243,30100,0.0,0.0,0.0,96.41,6,D,Urban,3300,1,Monica Johnson,23,117761,Shopkeeper,MaxBupa Silver,Other,02758904866
0.729,20446,272020,0.0,0.0,0.0,98.86,15,B,Urban,18000,0,Autumn Ramirez,44,202441,Teacher,Starlite Basic,White Collar,01848904174
0.837,10227,212590,0.0,1.0,0.0,99.89,5,A,Urban,11700,1,Scott Martin,54,165794,Farmer,MaxBupa Gold,Blue Collar,07726908088
0.244,23731,136570,0.0,0.0,0.0,99.4,9,A,Rural,9600,1,Christina Rocha,52,128671,Farmer,Starlite Basic,Blue Collar,00318304377
0.004,23737,60070,0.0,0.0,0.0,99.18,6,A,Urban,3300,1,Kaitlyn Griffith,24,255006,Driver,Starlite Basic,Blue Collar,05166706211
0.0,32865,150150,0.0,0.0,0.0,99.67,10,B,Urban,7500,1,Sarah Bass,18,200477,Driver,MaxBupa Silver,Blue Collar,11273204766
0.228,24465,156130,0.0,0.0,0.0,99.02,21,A,Rural,5400,1,Deanna Graham,30,528986,Software Engineer,Starlite Premium,White Collar,04298900411
0.492,18621,287580,2.0,0.0,0.0,98.63,22,C,Urban,7500,1,Elizabeth Munoz,25,305168,Software Engineer,Starlite Basic,White Collar,00352700613
0.486,14976,213300,0.0,0.0,0.0,99.05,10,D,Urban,20100,1,Audrey Hopkins,25,274989,Construction Worker,Starlite Basic,Blue Collar,03938206126
0.017,19356,105040,0.0,0.0,0.0,99.57,13,B,Rural,5400,1,Melissa Rivera,56,256238,Construction Worker,MaxBupa Silver,Blue Collar,11086605210
0.336,16797,186850,0.0,0.0,0.0,98.69,9,A,Urban,11700,1,Jocelyn Foster,55,284215,Driver,MaxBupa Silver,Blue Collar,07067201430
0.001,10594,88470,0.0,0.0,0.0,,3,B,Rural,5400,1,Heather Martin,47,276015,Shopkeeper,Starlite Basic,Other,05029202425
0.062,10231,108090,0.0,0.0,0.0,98.73,10,A,Urban,5400,1,Gregory Lawrence,44,360650,Software Engineer,Starlite Basic,White Collar,04384008841
0.996,14610,63900,1.0,0.0,0.0,99.55,5,D,Rural,1200,1,Jessica Cruz,54,488955,Software Engineer,MaxBupa Silver,White Collar,10940003833
0.001,24470,262460,0.0,0.0,0.0,99.48,13,B,Urban,13800,1,Hannah Long,54,255029,Farmer,MaxBupa Silver,Blue Collar,08176404718
0.101,31762,258050,0.0,0.0,0.0,98.34,14,B,Urban,15900,1,Benjamin Nunez,29,502197,Software Engineer,Starlite Basic,White Collar,10034807185
0.108,18624,152620,0.0,0.0,0.0,96.35,11,C,Urban,5400,1,Barbara Thompson,54,233674,Teacher,MaxBupa Gold,White Collar,08505401417
0.025,14614,223690,0.0,0.0,0.0,99.49,8,B,Urban,24300,1,Dr. Jonathon Harris,19,274084,Farmer,Starlite Basic,Blue Collar,10842907199
0.139,16799,99100,0.0,0.0,0.0,98.32,10,B,Urban,1200,1,Samuel Parsons,65,342772,Construction Worker,MaxBupa Silver,Blue Collar,01753900604
0.083,20080,315060,0.0,0.0,0.0,99.62,15,A,Rural,15900,1,Amy Ramos,31,303382,Nurse,MaxBupa Silver,Other,03835901272
0.068,24462,148880,0.0,0.0,0.0,99.87,6,A,Urban,9600,1,Jesus Lowery,38,152301,Nurse,Starlite Basic,Other,09574503964
0.901,11694,36040,1.0,0.0,0.0,99.79,4,B,Rural,1200,1,Ann Nolan,49,457517,Software Engineer,Starlite Premium,White Collar,10274006367
0.317,24460,144250,1.0,0.0,0.0,98.85,14,A,Urban,13800,0,Christopher Hernandez,17,9169,Student,Starlite Basic,White Collar,08748008746
0.0,23730,194970,0.0,0.0,0.0,99.09,9,A,Rural,1200,1,Victor Aguilar,38,232212,Teacher,MaxBupa Silver,White Collar,03951200247
0.011,24464,362640,1.0,0.0,0.0,99.55,20,B,Urban,18000,1,Oscar Lucas,18,282273,Nurse,MaxBupa Silver,Other,06050709226
0.482,10227,183130,0.0,0.0,0.0,99.51,10,B,Rural,9600,1,Wendy Hill,31,276929,Farmer,Starlite Basic,Blue Collar,06736601982
0.081,26287,75060,0.0,0.0,0.0,97.88,12,A,Urban,5400,1,Mary Evans,26,221523,Nurse,Starlite Basic,Other,03492602835
0.022,18625,98100,0.0,0.0,0.0,99.89,4,A,Rural,3300,1,Rhonda Long,60,160369,Farmer,MaxBupa Silver,Blue Collar,09582805375
0.005,31400,102660,0.0,0.0,0.0,99.89,25,A,Rural,3300,1,Joshua Rivera,25,482740,Teacher,Starlite Basic,White Collar,08805200199
0.047,16798,219030,0.0,0.0,0.0,99.32,7,D,Urban,13800,1,Anna Phillips,33,238177,Teacher,MaxBupa Silver,White Collar,07726000485
0.015,31766,180030,1.0,1.0,0.0,99.77,23,B,Rural,11700,1,Benjamin Vargas,59,193211,Nurse,Starlite Basic,Other,03142106083
0.161,28482,244430,0.0,0.0,0.0,99.55,10,B,Urban,18000,1,Gregory Hunter,23,38816,Student,Starlite Basic,White Collar,10372008956
0.144,10959,135070,0.0,0.0,0.0,99.68,7,B,Rural,1200,1,Jimmy Garcia,48,274874,Teacher,MaxBupa Gold,White Collar,09157200455
0.714,8038,71090,0.0,0.0,0.0,99.53,6,A,Rural,3300,1,Matthew Mcguire,54,261396,Teacher,Starlite Basic,White Collar,00291209798
1.0,10234,49840,,,,99.86,2,B,Rural,3300,1,Brandon Farley,40,576481,Doctor,Starlite Basic,White Collar,05701808826
0.278,32864,337610,0.0,0.0,0.0,99.25,9,A,Urban,18000,1,David Aguilar,60,413116,Software Engineer,MaxBupa Silver,White Collar,03198106515
0.005,32863,212540,0.0,0.0,0.0,,12,B,Rural,5400,1,Michele Ruiz,20,293132,Farmer,MaxBupa Silver,Blue Collar,06969801721
0.002,34325,201890,0.0,0.0,0.0,,8,A,Urban,5400,1,Brian Rangel,59,255895,Driver,Starlite Basic,Blue Collar,06728307050
0.07,16796,36390,0.0,0.0,0.0,99.85,4,B,Rural,1200,1,Pam Williams,37,205388,Construction Worker,Starlite Basic,Blue Collar,00245306382
0.113,23371,25100,0.0,0.0,0.0,99.48,6,A,Urban,1200,1,Michael Cook,59,366486,Shopkeeper,Starlite Basic,Other,05286608165
0.546,10597,129210,0.0,0.0,0.0,98.8,8,B,Rural,3300,1,Mr. Christopher Torres MD,40,335429,Construction Worker,Starlite Basic,Blue Collar,06004405767
0.047,30667,293630,0.0,0.0,0.0,,5,A,Rural,36900,1,Matthew Weaver,61,534796,Doctor,Starlite Basic,White Collar,09778305809
0.067,31764,66150,0.0,0.0,0.0,99.21,20,A,Rural,1200,1,David Jordan,48,626886,Doctor,MaxBupa Gold,White Collar,00857404626
0.846,10965,250130,0.0,0.0,0.0,99.07,10,A,Urban,1200,1,Jessica Ferguson,59,808157,Doctor,Starlite Basic,White Collar,11084700862
0.075,8045,82480,0.0,0.0,0.0,99.89,5,A,Rural,5700,1,Jessica Gray,33,299251,Construction Worker,Starlite Basic,Blue Collar,01596402094
0.011,23738,567540,0.0,0.0,0.0,99.24,8,C,Rural,11700,1,Michael Cruz,63,207431,Shopkeeper,MaxBupa Silver,Other,11032900947
0.607,20083,135150,0.0,0.0,0.0,99.43,6,A,Rural,15900,1,Pamela Richardson,18,121718,Farmer,Starlite Premium,Blue Collar,06641505641
0.248,23739,137620,0.0,0.0,0.0,98.17,19,A,Urban,7500,1,Richard Hodge,46,231861,Nurse,Starlite Basic,Other,11393201444
0.484,16805,105080,0.0,0.0,0.0,98.79,7,C,Urban,3300,1,Daniel Oneill,26,162218,Construction Worker,Starlite Premium,Blue Collar,10233701280
0.0,30665,51040,0.0,0.0,0.0,99.46,7,A,Rural,1200,1,Adrian Hughes,30,244024,Construction Worker,MaxBupa Silver,Blue Collar,01956803110
0.221,16802,322560,0.0,0.0,0.0,98.83,14,C,Urban,11700,1,Christine Pollard,34,137753,Nurse,Starlite Basic,Other,10780508952
0.006,30665,102110,0.0,0.0,0.0,99.89,12,B,Rural,1200,1,Vicki Medina DVM,36,518877,Software Engineer,Starlite Premium,White Collar,05187207609
0.11,37239,102580,0.0,0.0,0.0,99.27,9,B,Urban,7500,1,Dwayne Trujillo,42,981173,Doctor,Starlite Basic,White Collar,06794205135
0.216,26288,234040,0.0,0.0,0.0,99.29,5,A,Urban,18000,1,Marcus Gonzales,64,285288,Driver,Starlite Basic,Blue Collar,08283403016
0.156,16803,349650,0.0,0.0,0.0,99.57,8,B,Rural,20100,1,Christopher Chen DDS,52,165143,Shopkeeper,Starlite Basic,Other,01978102302
0.647,21912,324050,3.0,2.0,4.0,97.73,13,B,Rural,13800,0,Kimberly Davis,39,626541,Software Engineer,Starlite Premium,White Collar,10106802004
0.027,23371,345040,0.0,0.0,0.0,99.89,5,A,Urban,22200,1,Caleb Brennan,51,224881,Driver,Starlite Basic,Blue Collar,10285004580
0.013,21912,150150,0.0,0.0,0.0,98.72,11,B,Rural,5400,1,Melissa Lee,64,364473,Nurse,Starlite Basic,Other,02504308704
0.088,30666,120150,0.0,0.0,0.0,99.83,7,A,Rural,13800,1,Andrea Brown,20,21239,Student,Starlite Basic,White Collar,09822801005
0.0,16796,200480,1.0,0.0,0.0,99.33,12,D,Rural,13800,1,Heather Payne,59,606137,Software Engineer,MaxBupa Silver,White Collar,08327205138
0.143,18624,256380,0.0,0.0,0.0,99.56,7,C,Urban,22200,1,David Rice,19,8224,Student,MaxBupa Gold,White Collar,00383804317
0.003,34325,70060,0.0,0.0,0.0,,7,A,Urban,5700,1,Wendy Lee,22,26833,Student,MaxBupa Gold,White Collar,02611006558
0.022,30670,90100,0.0,0.0,0.0,99.87,16,A,Urban,7500,1,Crystal Johnson,46,118491,Shopkeeper,Starlite Basic,Other,03006704387
0.046,20090,403750,0.0,0.0,0.0,99.39,16,A,Urban,26400,1,Julia West,55,302360,Teacher,MaxBupa Silver,White Collar,10928802132
0.015,14606,75130,0.0,0.0,0.0,99.04,8,D,Urban,3300,1,Shelley Anderson,42,359340,Teacher,Starlite Basic,White Collar,06944904265
1.0,18621,420130,0.0,0.0,0.0,99.74,4,A,Urban,15900,1,Christina Miller,24,169834,Nurse,MaxBupa Silver,Other,00102402057
0.0,30666,75030,0.0,0.0,0.0,,4,A,Rural,5400,1,Daniel Johnson,35,114172,Farmer,MaxBupa Silver,Blue Collar,09866505386
0.549,21541,75140,0.0,0.0,0.0,99.89,4,A,Urban,3300,1,Leah Choi,54,244937,Shopkeeper,MaxBupa Silver,Other,11016200229
0.11,37239,102580,0.0,0.0,0.0,99.27,9,B,Urban,7500,1,Gregory Foster,57,288617,Farmer,Starlite Basic,Blue Collar,06794202889
0.122,21910,75050,0.0,0.0,0.0,98.29,21,A,Urban,5400,1,Trevor Sanchez,33,268968,Construction Worker,Starlite Basic,Blue Collar,04002204472
0.0,10958,145120,0.0,0.0,0.0,99.31,9,A,Rural,15900,1,Sydney Gonzalez,29,493673,Teacher,MaxBupa Silver,White Collar,02978906064
0.66,14607,152920,0.0,0.0,0.0,98.42,16,C,Urban,7500,1,Mary Hines,21,160598,Farmer,MaxBupa Silver,Blue Collar,09296007924
0.901,10593,156090,0.0,0.0,0.0,99.68,7,A,Urban,7500,1,Nicholas Fisher,30,378945,Nurse,Starlite Basic,Other,00887507649
0.008,31764,108150,0.0,0.0,0.0,,6,A,Rural,5400,1,Patrick Carroll,34,104451,Shopkeeper,MaxBupa Silver,Other,10417408381
0.022,32491,144130,0.0,0.0,0.0,99.89,15,A,Urban,3300,1,Angelica Young,40,172616,Driver,Starlite Basic,Blue Collar,08641600209
0.944,32857,48180,0.0,0.0,0.0,99.5,4,A,Rural,1200,1,Catherine Howard,47,468223,Software Engineer,Starlite Basic,White Collar,07955302758
0.712,16804,276150,2.0,0.0,1.0,99.81,10,B,Urban,13800,1,Timothy Carter,58,552253,Doctor,Starlite Basic,White Collar,10731108471
0.338,10235,45130,0.0,0.0,0.0,99.22,7,A,Rural,1200,1,Andrea Daniels,22,159924,Driver,MaxBupa Silver,Blue Collar,05099102948
0.203,24468,252620,1.0,0.0,1.0,98.93,14,A,Rural,5400,1,Melissa Rodriguez,61,332439,Nurse,MaxBupa Silver,Other,06133307116
0.005,31762,240140,0.0,0.0,0.0,99.26,18,B,Urban,13800,1,Brian Smith,56,377164,Software Engineer,Starlite Basic,White Collar,05361406330
